,title,link,author,author_link,date
326,Whole grain cereals for the primary or secondary prevention of cardiovascular disease. The Cochrane database of systematic reviews,https://pureportal.coventry.ac.uk/en/publications/whole-grain-cereals-for-the-primary-or-secondary-prevention-of-ca,"Jones, H.",https://pureportal.coventry.ac.uk/en/persons/helen-jones,24 Aug 2017
327,Activation energy of the disruption of gel networks in relation to elastically stored energy in fine-stranded ovalbumin gels,https://pureportal.coventry.ac.uk/en/publications/activation-energy-of-the-disruption-of-gel-networks-in-relation-t,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo,1 Apr 2016
328,Addition of Orange Pomace to Orange Juice Attenuates the Increases in Peak Glucose and Insulin Concentrations after Sequential Meal Ingestion in Men with Elevated Cardiometabolic Risk,https://pureportal.coventry.ac.uk/en/publications/addition-of-orange-pomace-to-orange-juice-attenuates-the-increase-2,"Dong, H.",https://pureportal.coventry.ac.uk/en/persons/honglin-dong,1 Jun 2016
329,Agreement between the force platform method and the combined method measurements of power output during the loaded countermovement jump,https://pureportal.coventry.ac.uk/en/publications/agreement-between-the-force-platform-method-and-the-combined-meth-2,"Mundy, P. D.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,2016
330,An integrated curriculum approach to increasing habitual physical activity in deprived South Asian children,https://pureportal.coventry.ac.uk/en/publications/an-integrated-curriculum-approach-to-increasing-habitual-physical-2,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,2016
331,"Antimicrobial activity of selected herbal extracts against Propionibacterium acnes, the causative agent of skin acne lesions",https://pureportal.coventry.ac.uk/en/publications/antimicrobial-activity-of-selected-herbal-extracts-against-propio,"Aldsworth, T.",https://pureportal.coventry.ac.uk/en/persons/tim-aldsworth,Jul 2016
332,Application of Ultrasound to Aid Food Processing,https://pureportal.coventry.ac.uk/en/publications/application-of-ultrasound-to-aid-food-processing-2,,,26 Jul 2016
333,Applications of Ultrasound in Processing of Liquid Foods (A Review),https://pureportal.coventry.ac.uk/en/publications/applications-of-ultrasound-in-processing-of-liquid-foods-a-review-2,,,19 Dec 2016
334,Cocoa: Composition and Health Effects,https://pureportal.coventry.ac.uk/en/publications/cocoa-composition-and-health-effects,,,2016
335,Coffee and Caffeine Ingestion Have Little Effect on Repeated Sprint Cycling in Relatively Untrained Males,https://pureportal.coventry.ac.uk/en/publications/coffee-and-caffeine-ingestion-have-little-effect-on-repeated-spri-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,29 Aug 2016
336,Competition and collaboration using a social and gamified online learning platform,https://pureportal.coventry.ac.uk/en/publications/competition-and-collaboration-using-a-social-and-gamified-online--2,"Arnab, S.",https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,Oct 2016
337,Cross acclimation between heat and hypoxia: Heat acclimation improves cellular tolerance and exercise performance in acute normobaric hypoxia,https://pureportal.coventry.ac.uk/en/publications/cross-acclimation-between-heat-and-hypoxia-heat-acclimation-impro-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,8 Mar 2016
338,Does Short-Term High Dose Probiotic Supplementation Containing Lactobacillus casei Attenuate Exertional-Heat Stress Induced Endotoxaemia and Cytokinaemia,https://pureportal.coventry.ac.uk/en/publications/does-short-term-high-dose-probiotic-supplementation-containing-la-2,,,30 Jun 2016
339,"Dose-response between pedometer assessed physical activity, functional fitness and fatness in healthy adults aged 50-80 years",https://pureportal.coventry.ac.uk/en/publications/dose-response-between-pedometer-assessed-physical-activity-functi-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Nov 2016
340,Dual task performance in older adults: examining visual discrimination whilst treadmill walking at preferred and non-preferred speeds,https://pureportal.coventry.ac.uk/en/publications/dual-task-performance-in-older-adults-examining-visual-discrimina-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,1 Apr 2016
341,"Effective microorganism – X attenuates circulating superoxide dismutase following an acute bout of intermittent running in hot, humid conditions",https://pureportal.coventry.ac.uk/en/publications/effective-microorganism-x-attenuates-circulating-superoxide-dismu-2,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,2016
342,Effect of a synbiotic on the response to seasonal influenza vaccination is strongly influenced by degree of immunosenescence,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-synbiotic-on-the-response-to-seasonal-influenza-vacci-2,"Dong, H.",https://pureportal.coventry.ac.uk/en/persons/honglin-dong,15 Mar 2016
343,Effect Of Coffee And Caffeine Ingestion On Resistance Exercise Performance,https://pureportal.coventry.ac.uk/en/publications/effect-of-coffee-and-caffeine-ingestion-on-resistance-exercise-pe-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,Oct 2016
344,"Evaluating the effects of caffeine and sodium bicarbonate, ingested individually or in combination, and a taste-matched placebo on high-intensity cycling capacity in healthy males",https://pureportal.coventry.ac.uk/en/publications/evaluating-the-effects-of-caffeine-and-sodium-bicarbonate-ingeste-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Apr 2016
345,Examination of tryptamine-squaraine complexes as both colorimetric and fluorometric stains in gel electrophoresis,https://pureportal.coventry.ac.uk/en/publications/examination-of-tryptamine-squaraine-complexes-as-both-colorimetri-2,,,26 Mar 2016
346,Examining Relative Age Effects in Fundamental Skill Proficiency in British Children Aged 6–11 Years,https://pureportal.coventry.ac.uk/en/publications/examining-relative-age-effects-in-fundamental-skill-proficiency-i-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford,1 Oct 2016
347,Exercise and Academic Achievement in Children: Effects of Acute Class-Based Circuit Training,https://pureportal.coventry.ac.uk/en/publications/exercise-and-academic-achievement-in-children-effects-of-acute-cl-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2016
348,Exploring the relationship between exposure to technological and gastrointestinal stress and probiotic functional properties of lactobacilli and bifidobacteria,https://pureportal.coventry.ac.uk/en/publications/exploring-the-relationship-between-exposure-to-technological-and--2,"Amund, O. D.",https://pureportal.coventry.ac.uk/en/persons/daniel-amund,Sep 2016
349,"Flavanone-rich citrus beverages counteract the transient decline in postprandial endothelial function in humans: a randomised, controlled, double-masked, cross-over intervention study",https://pureportal.coventry.ac.uk/en/publications/flavanone-rich-citrus-beverages-counteract-the-transient-decline-,"Dong, H.",https://pureportal.coventry.ac.uk/en/persons/honglin-dong,28 Dec 2016
350,Functional Symbology - Evaluation of task-specific Head-Up Display information for use on a commercial flight deck,https://pureportal.coventry.ac.uk/en/publications/functional-symbology-evaluation-of-task-specific-head-up-display--2,"Scott, S.",https://pureportal.coventry.ac.uk/en/persons/steve-scott,2016
351,High-Dose Probiotic Supplementation Containing Lactobacillus casei for 7 Days Does Not Enhance Salivary Antimicrobial Protein Responses to Exertional Heat Stress Compared With Placebo,https://pureportal.coventry.ac.uk/en/publications/high-dose-probiotic-supplementation-containing-lactobacillus-case-2,,,Apr 2016
352,Hydrocarbon Biodegradation in Hard Infrastructure,https://pureportal.coventry.ac.uk/en/publications/hydrocarbon-biodegradation-in-hard-infrastructure,"Coupe, S. J.",https://pureportal.coventry.ac.uk/en/persons/steve-coupe,30 Sep 2016
353,"Letter to the Editor concerning “Prospective study using anterior approach did not show association between Modic 1 changes and low grade infection in lumbar spine” by Rigal J, et al.: Eur Spine J; 2016 Apr; 25(4):1000–5",https://pureportal.coventry.ac.uk/en/publications/letter-to-the-editor-concerning-prospective-study-using-anterior--2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason,26 Aug 2016
354,Love builds episode 5,https://pureportal.coventry.ac.uk/en/publications/love-builds-episode-5-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,2016
355,Love builds episode 6,https://pureportal.coventry.ac.uk/en/publications/love-builds-episode-6-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,2016
356,Love builds episodes 1-6 synopsis,https://pureportal.coventry.ac.uk/en/publications/love-builds-episodes-1-6-synopsis-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,2016
357,L-Theanine as a Functional Food Additive: Its Role in Disease Prevention and Health Promotion,https://pureportal.coventry.ac.uk/en/publications/l-theanine-as-a-functional-food-additive-its-role-in-disease-prev,,,30 May 2016
358,m6A potentiates Sxl alternative pre-mRNA splicing for robust Drosophila sex determination,https://pureportal.coventry.ac.uk/en/publications/m6a-potentiates-sxl-alternative-pre-mrna-splicing-for-robust-dros-2,,,30 Nov 2016
359,Match play demands of 11 versus 11 professional football using Global Positioning System tracking: Variations across common playing formations,https://pureportal.coventry.ac.uk/en/publications/match-play-demands-of-11-versus-11-professional-football-using-gl-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,Oct 2016
360,Measurement of saliva flow rate in healthy young humans: influence of collection time and mouthrinse water temperature,https://pureportal.coventry.ac.uk/en/publications/measurement-of-saliva-flow-rate-in-healthy-young-humans-influence-2,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Oct 2016
361,Metal Oxide Semiconductors for Drug Marker and Cigarette Detection,https://pureportal.coventry.ac.uk/en/publications/metal-oxide-semiconductors-for-drug-marker-and-cigarette-detectio,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez,2016
362,Monoterpene emission from young scots pine may be influenced by nutrient availability,https://pureportal.coventry.ac.uk/en/publications/monoterpene-emission-from-young-scots-pine-may-be-influenced-by-n,"González-Méndez, R.",https://pureportal.coventry.ac.uk/en/persons/ramon-gonzalez-mendez,2016
363,Morphological differences between habitats are associated with physiological and behavioural trade-offs in stickleback (Gasterosteus aculeatus),https://pureportal.coventry.ac.uk/en/publications/morphological-differences-between-habitats-are-associated-with-ph-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,Jun 2016
364,Multi-modal characterization of rapid anterior hippocampal volume increase associated with aerobic exercise.,https://pureportal.coventry.ac.uk/en/publications/multi-modal-characterization-of-rapid-anterior-hippocampal-volume,,,1 May 2016
365,Multivariate analyses of individual variation in soccer skill as a tool for talent identification and development: utilising evolutionary theory in sports science,https://pureportal.coventry.ac.uk/en/publications/multivariate-analyses-of-individual-variation-in-soccer-skill-as--2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,2016
366,Nucleotide modifications in messenger RNA and their role in development and disease,https://pureportal.coventry.ac.uk/en/publications/nucleotide-modifications-in-messenger-rna-and-their-role-in-devel-2,,,19 Oct 2016
367,Orange pomace fibre increases a composite scoring of subjective ratings of hunger and fullness in healthy adults,https://pureportal.coventry.ac.uk/en/publications/orange-pomace-fibre-increases-a-composite-scoring-of-subjective-r-2,"Dong, H.",https://pureportal.coventry.ac.uk/en/persons/honglin-dong,27 Aug 2016
368,Placebo effects of caffeine on maximal voluntary concentric force of the knee flexors & extensors,https://pureportal.coventry.ac.uk/en/publications/placebo-effects-of-caffeine-on-maximal-voluntary-concentric-force-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,28 Jan 2016
369,Preparation of Paralympic Athletes; Environmental Concerns and Heat Acclimation,https://pureportal.coventry.ac.uk/en/publications/preparation-of-paralympic-athletes-environmental-concerns-and-hea-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,14 Jan 2016
370,"Relationship between physical activity levels and body fat of children aged 8–9, from UK schools in low socioeconomic areas",https://pureportal.coventry.ac.uk/en/publications/relationship-between-physical-activity-levels-and-body-fat-of-chi-2,"King, A.",https://pureportal.coventry.ac.uk/en/persons/andrew-king,1 Dec 2016
371,Report To The Youth Justice Board: A Study Of The Effect Of Restraint Positions On Lung Function,https://pureportal.coventry.ac.uk/en/publications/report-to-the-youth-justice-board-a-study-of-the-effect-of-restra-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake,2016
372,Salsa Dance and Zumba Fitness: Acute Responses During Community-Based Classes,https://pureportal.coventry.ac.uk/en/publications/salsa-dance-and-zumba-fitness-acute-responses-during-community-ba,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene,Jun 2016
373,Scaling waist girth for differences in body size reveals a new improved index associated with cardiometabolic risk,https://pureportal.coventry.ac.uk/en/publications/scaling-waist-girth-for-differences-in-body-size-reveals-a-new-im-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,10 Oct 2016
374,The Big Physio Survey (BPS) - Abstract,https://pureportal.coventry.ac.uk/en/publications/the-big-physio-survey-bps-abstract-2,,,1 Dec 2016
375,The Effect of Dietary Supplementation of Green Tea Catechins on Cardiovascular Disease Risk Markers in Humans: A Systematic Review of Clinical Trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-dietary-supplementation-of-green-tea-catechins-on-c,,,21 Jun 2016
376,The effect of exercise intensity on cognitive performance during short duration treadmill running,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-exercise-intensity-on-cognitive-performance-during--2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,2 Jul 2016
377,The effect of high-intensity cycling training on postural sway during standing under rested and fatigued conditions in healthy young adults,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-high-intensity-cycling-training-on-postural-sway-du-2,"Hill, M. W.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill,Oct 2016
378,The effects of a heat acclimation protocol in persons with spinal cord injury,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-a-heat-acclimation-protocol-in-persons-with-spinal-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Dec 2016
379,The Health-Enhancing Efficacy of Zumba® Fitness: An 8-Week Randomised Controlled Study,https://pureportal.coventry.ac.uk/en/publications/the-health-enhancing-efficacy-of-zumba-fitness-an-8-week-randomis,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene,2016
380,"The progressive role of acoustic cavitation for non-invasive therapies, contrast imaging and blood-tumor permeability enhancement",https://pureportal.coventry.ac.uk/en/publications/the-progressive-role-of-acoustic-cavitation-for-non-invasive-ther-2,,,2016
381,The Restoration of James Brindley’s Last Canal and the Serious Threat from 21st Century Transport Infrastructure Developments,https://pureportal.coventry.ac.uk/en/publications/the-restoration-of-james-brindleys-last-canal-and-the-serious-thr-2,,,2016
382,Thyroid hormone influences muscle mechanics in carp (Cyprinus carpio) independently from SERCA activity,https://pureportal.coventry.ac.uk/en/publications/thyroid-hormone-influences-muscle-mechanics-in-carp-cyprinus-carp-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,21 Sep 2016
383,Towards the Blending of Digital and Physical Learning Contexts with a Gamified and Pervasive Approach,https://pureportal.coventry.ac.uk/en/publications/towards-the-blending-of-digital-and-physical-learning-contexts-wi-2,"Arnab, S.",https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,23 Jun 2016
384,Ultrasound Wave Based AOPs,https://pureportal.coventry.ac.uk/en/publications/ultrasound-wave-based-aops-2,,,15 Sep 2016
385,Use of Geosynthetics for Sustainable Drainage,https://pureportal.coventry.ac.uk/en/publications/use-of-geosynthetics-for-sustainable-drainage,"Sañudo Fontaneda, L. A.",https://pureportal.coventry.ac.uk/en/persons/luis-sa%C3%B1udo-fontaneda,30 Sep 2016
386,Validation of the Phillips et al GENEActiv accelerometer wrist cut-points in children aged 5-8 years old,https://pureportal.coventry.ac.uk/en/publications/validation-of-the-phillips-et-al-geneactiv-accelerometer-wrist-cu-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Dec 2016
387,Water Holding as Determinant for the Elastically Stored Energy in Protein-Based Gels,https://pureportal.coventry.ac.uk/en/publications/water-holding-as-determinant-for-the-elastically-stored-energy-in,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo,Apr 2016
388,A comparison of two commercially available ELISA methods for the quantification of human plasma heat shock protein 70 during rest and exercise stress,https://pureportal.coventry.ac.uk/en/publications/a-comparison-of-two-commercially-available-elisa-methods-for-the--2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,Nov 2015
389,A Concept Map of What Helps People with HD Live with their Condition,https://pureportal.coventry.ac.uk/en/publications/a-concept-map-of-what-helps-people-with-hd-live-with-their-condit-2,,,29 Sep 2015
390,An Evaluation of Prediction Equations for the 6 Minute Walk Test in Healthy European Adults Aged 50-85 Years,https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-prediction-equations-for-the-6-minute-walk-test--2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,29 Sep 2015
391,An overview on leucine metabolites alpha-ketoisocaproate (KIC) and beta-hydroxi-beta-methyl butyrate (HMB) in skeletal muscle function and sports performance,https://pureportal.coventry.ac.uk/en/publications/an-overview-on-leucine-metabolites-alpha-ketoisocaproate-kic-and-,"Guimarães Ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2,1 Apr 2015
392,"A randomised, independent groups study investigating the sympathetic nervous system responses to two manual therapy treatments in patients with LBP",https://pureportal.coventry.ac.uk/en/publications/a-randomised-independent-groups-study-investigating-the-sympathet-2,,,2015
393,Aspergillus nidulans Upf1: putative role of conserved active sites in ribosome recycling and 3′ end mRNA tagging,https://pureportal.coventry.ac.uk/en/publications/aspergillus-nidulans-upf1-putative-role-of-conserved-active-sites,"Morozov, I.",https://pureportal.coventry.ac.uk/en/persons/igor-morozov,16 Jun 2015
394,Barriers to access: factors limiting full participation of children with albinism at school in northern Malawi: Part 1,https://pureportal.coventry.ac.uk/en/publications/barriers-to-access-factors-limiting-full-participation-of-childre-4,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,2015
395,Barriers to access: factors limiting full participation of children with albinism at school in northern Malawi: Part 2,https://pureportal.coventry.ac.uk/en/publications/barriers-to-access-factors-limiting-full-participation-of-childre-3,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,2015
396,Barriers to access: why are some visually impaired young people with albinism in Malawi not attending school? Overview & guidelines,https://pureportal.coventry.ac.uk/en/publications/barriers-to-access-why-are-some-visually-impaired-young-people-wi-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,2015
397,Carbohydrate and caffeine mouth rinses do not affect maximum strength and muscular endurance performance,https://pureportal.coventry.ac.uk/en/publications/carbohydrate-and-caffeine-mouth-rinses-do-not-affect-maximum-stre-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,1 Oct 2015
398,Central and peripheral fatigue following non-exhaustive and exhaustive exercise of disparate metabolic demands.,https://pureportal.coventry.ac.uk/en/publications/central-and-peripheral-fatigue-following-non-exhaustive-and-exhau,,,2015
399,Clearance of persistent hepatitis C virus infection in humanized mice using a claudin-1-targeting monoclonal antibody,https://pureportal.coventry.ac.uk/en/publications/clearance-of-persistent-hepatitis-c-virus-infection-in-humanized--2,,,1 May 2015
400,Coincidence Anticipation Timing Performance during an Acute Bout of Brisk Walking in Older Adults: Effect of Stimulus Speed,https://pureportal.coventry.ac.uk/en/publications/coincidence-anticipation-timing-performance-during-an-acute-bout--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,31 Aug 2015
401,Development of ternary squaraine-tryptamine-nitroaromatic charge-transfer complexes for potential use as colourimetric stains in gel electrophoresis. Part 1,https://pureportal.coventry.ac.uk/en/publications/development-of-ternary-squaraine-tryptamine-nitroaromatic-charge--2,,,2015
402,Do pervious pavements really need pervious surfaces? The concept of the macro-pervious pavement as a SuDS device,https://pureportal.coventry.ac.uk/en/publications/do-pervious-pavements-really-need-pervious-surfaces-the-concept-o-2,"Mbanaso, F. U.",https://pureportal.coventry.ac.uk/en/persons/fredrick-mbanaso,2015
403,Effectiveness of pre-cooling and cooling during play on wheelchair rugby performance,https://pureportal.coventry.ac.uk/en/publications/effectiveness-of-pre-cooling-and-cooling-during-play-on-wheelchai-2,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price,14 Sep 2015
404,Effect of a home based pulmonary rehabilitation programme on physical activity in patients with chronic obstructive pulmonary disease,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-home-based-pulmonary-rehabilitation-programme-on-phys,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,2015
405,Effect of carbohydrate and caffeine ingestion on badminton performance,https://pureportal.coventry.ac.uk/en/publications/effect-of-carbohydrate-and-caffeine-ingestion-on-badminton-perfor-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,2015
406,Environmental and school influences on physical activity in South Asian children from low socio-economic backgrounds: A qualitative study,https://pureportal.coventry.ac.uk/en/publications/environmental-and-school-influences-on-physical-activity-in-south-2,"Eyre, E. L. J.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,1 Sep 2015
407,Etiology of musculoskeletal injuries in amateur breakdancers,https://pureportal.coventry.ac.uk/en/publications/etiology-of-musculoskeletal-injuries-in-amateur-breakdancers-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,2015
408,Evaluation of pervious and macro-pervious pavements as harvesting systems for localized landscape and horticultural irrigation,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-pervious-and-macro-pervious-pavements-as-harvesting-2,"Mbanaso, F.",https://pureportal.coventry.ac.uk/en/persons/fredrick-mbanaso,2015
409,Evaluation of the effectiveness of wrapping filter drain pipes in geotextile for pollution prevention in response to relatively large oil releases,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-the-effectiveness-of-wrapping-filter-drain-pipes-in-2,"Mbanaso, F. U.",https://pureportal.coventry.ac.uk/en/persons/fredrick-mbanaso,14 May 2015
410,Examining the utility of thresholds for aerobic fitness related to resting blood pressure and BMI in portuguese children,https://pureportal.coventry.ac.uk/en/publications/examining-the-utility-of-thresholds-for-aerobic-fitness-related-t-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2015
411,Food Security in Developed Countries(Europe and USA): Is it Insecurity and Insufficiency or Hunger and Poverty in Developed Countries?,https://pureportal.coventry.ac.uk/en/publications/food-security-in-developed-countrieseurope-and-usa-is-it-insecuri,,,2015
412,Food Security in Developed Countries (Europe and USA) - Is It Insecurity and Insufficiency Or Hunger and Poverty in Developed Countries?,https://pureportal.coventry.ac.uk/en/publications/food-security-in-developed-countries-europe-and-usa-is-it-insecur,,,21 Dec 2015
413,Food Security in West Midlands(UK): Is it Insecurity and Insufficiency or Hunger and Poverty?,https://pureportal.coventry.ac.uk/en/publications/food-security-in-west-midlandsuk-is-it-insecurity-and-insufficien,,,2015
414,Human monocyte heat shock protein 72 responses to acute hypoxic exercise after 3 days of exercise heat acclimation,https://pureportal.coventry.ac.uk/en/publications/human-monocyte-heat-shock-protein-72-responses-to-acute-hypoxic-e-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,22 Mar 2015
415,Infrared heating as an adjunct to achieve vehicle occupant thermal comfort,https://pureportal.coventry.ac.uk/en/publications/infrared-heating-as-an-adjunct-to-achieve-vehicle-occupant-therma-2,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake,14 Sep 2015
416,Insulin Resistance in Women with Polycystic Ovary Syndrome:  Optimising treatment by Implementing an in vitro Insulin Resistance Organ Culture Model,https://pureportal.coventry.ac.uk/en/publications/insulin-resistance-in-women-with-polycystic-ovary-syndrome-optimi,"Sandhu, H.",https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu,22 Jun 2015
417,Larger lacertid lizard species produce higher than expected iliotibialis muscle power output; the evolution of muscle contractile mechanics with body size in lacertid lizards,https://pureportal.coventry.ac.uk/en/publications/larger-lacertid-lizard-species-produce-higher-than-expected-iliot-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,18 Nov 2015
418,"Metabolism of Androstenone, 17β-Estradiol and Dihydrotestosterone in Primary Cultured Pig Hepatocytes and the Role of 3β-Hydroxysteroid Dehydrogenase in This Process",https://pureportal.coventry.ac.uk/en/publications/metabolism-of-androstenone-17%CE%B2-estradiol-and-dihydrotestosterone--2,,,15 Jan 2015
419,Optimal body size and limb-length ratios associated with 100-m PB swim speeds,https://pureportal.coventry.ac.uk/en/publications/optimal-body-size-and-limb-length-ratios-associated-with-100-m-pb-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford,Aug 2015
420,Patterns of Change in Psychological Variables Leading up to competiton in Superior Versus Inferior Performers,https://pureportal.coventry.ac.uk/en/publications/patterns-of-change-in-psychological-variables-leading-up-to-compe,,,2015
421,Perceptions of well-being and physical performance in English elite youth footballers across a season,https://pureportal.coventry.ac.uk/en/publications/perceptions-of-well-being-and-physical-performance-in-english-eli-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,2015
422,Physicochemical and microbiological characteristics of beef treated with high-intensity ultrasound and stored at 4 °C,https://pureportal.coventry.ac.uk/en/publications/physicochemical-and-microbiological-characteristics-of-beef-treat-2,,,Sep 2015
423,Possible Mechanism behind the Hard-to-Swallow Property of Oil Seed Pastes,https://pureportal.coventry.ac.uk/en/publications/possible-mechanism-behind-the-hard-to-swallow-property-of-oil-see-2,,,2015
424,Power ultrasound in meat processing,https://pureportal.coventry.ac.uk/en/publications/power-ultrasound-in-meat-processing-2,,,2015
425,Regional thermal specialisation in a mammal: temperature affects power output of core muscle more than that of peripheral muscle in adult mice (Mus musculus),https://pureportal.coventry.ac.uk/en/publications/regional-thermal-specialisation-in-a-mammal-temperature-affects-p-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,2015
426,Step based physical activity guidelines for preschool-aged children,https://pureportal.coventry.ac.uk/en/publications/step-based-physical-activity-guidelines-for-preschool-aged-childr-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Jan 2015
427,Student perceptions and experiences of problem-based learning in first year undergraduate sports therapy,https://pureportal.coventry.ac.uk/en/publications/student-perceptions-and-experiences-of-problem-based-learning-in--3,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright,Nov 2015
428,"The association between anthropometric variables, functional movement screen scores and 100 m freestyle swimming performance in youth swimmers",https://pureportal.coventry.ac.uk/en/publications/the-association-between-anthropometric-variables-functional-movem-2,"Oxford, S. W.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford,2015
429,"The effect of caffeine and Rhodiola Rosea, alone or in combination on 5km running performance in men",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-caffeine-and-rhodiola-rosea-alone-or-in-combination-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,17 Dec 2015
430,The effect of nitrate supplementation on muscle contractile characteristics following a high intensity training bout,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-nitrate-supplementation-on-muscle-contractile-chara,,,2015
431,The effects of ice vest pre-cooling on skin blood flow at rest and during exercise in the heat,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-ice-vest-pre-cooling-on-skin-blood-flow-at-rest-an-2,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price,2015
432,The effects of sodium bicarbonate supplementation on a soccer specific conditioning test in division III soccer players,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-sodium-bicarbonate-supplementation-on-a-soccer-spe,"Guimarães-Ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2,2015
433,The Impact of a 24-h Ultra-Marathon on Circulatory Endotoxin and Cytokine Profile,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-a-24-h-ultra-marathon-on-circulatory-endotoxin-and--2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey,2015
